,location_name,google_name,Location,Average User Rating,Total User Rating
4876,ONCO Fermentations,"ONCO Fermentations, Inc.","{'lat': 42.7903009, 'lng': -76.12200059999999}",4.8,27
4877,OOGA Brewing Company,Ooga Brewing Company,"{'lat': 43.4539733, 'lng': -88.836501}",4.7,71
4878,OVAL Craft Brewing,OVAL Craft Brewing,"{'lat': 44.6831915, 'lng': -73.44739659999999}",4.8,73
4879,Oak & Iron Brewing Co,N/A,N/A,N/A,N/A
4880,Oak City Brewing Company,Oak City Brewing Company,"{'lat': 35.793939, 'lng': -78.4767871}",4.8,300
4881,Oak Cliff Brewing Co,Oak Cliff Brewing Co,"{'lat': 32.73266, 'lng': -96.838869}",4.8,111
4882,Oak Creek Brewery & Grill,Oak Creek Brewery,"{'lat': 34.866336, 'lng': -111.796074}",4.2,307
4883,Oak Creek Brewing Co,N/A,N/A,N/A,N/A
4884,Oak Highlands Brewery,Oak Highlands Brewery,"{'lat': 32.8900289, 'lng': -96.70466449999999}",4.7,125
4885,Oak Hills Brewing,Oak Hills Brewing Company,"{'lat': 34.4154765, 'lng': -117.3969876}",4.5,72
4886,Oak Park Brewing Co,Oak Park Brewing Company,"{'lat': 41.885856, 'lng': -87.79475599999999}",4.2,264
4887,Oak Park Brewing Company,Oak Park Brewing Company,"{'lat': 41.885856, 'lng': -87.79475599999999}",4.2,264
4888,Oak Pond Brewing Co,Oak Pond Brewing Co.,"{'lat': 44.7598098, 'lng': -69.5930127}",4.1,27
4889,Oak Road Brewery,Oak Road Brewery,"{'lat': 33.0235942, 'lng': -80.1717745}",4.8,138
4890,Oak and Otter Brewing Co,Oak and Otter Brewing Co.,"{'lat': 35.246096, 'lng': -120.6708453}",4.6,199
4891,Oakbrook Brewing Company,Oakbrook Brewing Company,"{'lat': 40.316691, 'lng': -75.9348739}",4.8,142
4892,Oaken Barrel Brewing Co,Oaken Barrel Brewing Company,"{'lat': 39.6156667, 'lng': -86.0906583}",4.6,1244
4893,Oakholm Brewing,Oakholm Brewing Company,"{'lat': 42.194561, 'lng': -72.081726}",4.7,69
4894,Oakland United Beerworks,Oakland United Beerworks,"{'lat': 37.7945228, 'lng': -122.2721118}",4.7,30
4895,Oaklyn Springs Brewery,Oaklyn Springs Brewery,"{'lat': 35.6163849, 'lng': -78.7334059}",4.8,82
4896,Oakshire Brewing,N/A,N/A,N/A,N/A
4897,Oasis Brewery,Oasis Micro-Pub,"{'lat': 42.26666669999999, 'lng': -89.0836111}",4.7,187
4898,Oasis Texas Brewing Company,Oasis Texas Brewing Company,"{'lat': 30.4060122, 'lng': -97.874192}",4.3,667
4899,Obec Brewing,Obec Brewing,"{'lat': 47.666655, 'lng': -122.372521}",4.6,181
4900,Obed & Isaac's,Obed River,"{'lat': 36.074769, 'lng': -84.8823195}",5,12
4901,Obed & Isaac's Microbrewery and Eatery Peoria,Obed River,"{'lat': 36.074769, 'lng': -84.8823195}",5,12
4902,Obercreek Brewing Company,Obercreek Brewing Company,"{'lat': 41.587462, 'lng': -73.9326674}",4.9,66
4903,Oblivion Brewing Co,N/A,N/A,N/A,N/A
4904,Obscure Brewing,Obscure Brewing Co.,"{'lat': 43.5450553, 'lng': -96.66207879999999}",4.8,67
4905,Obscure Oscillation Brewing Company,N/A,N/A,N/A,N/A
4906,Occidental Brewing,N/A,N/A,N/A,N/A
4907,Ocean Beach Brewery,Ocean Beach Brewery,"{'lat': 32.7472459, 'lng': -117.25195}",4.5,255
4908,Ocean Lab Brewing,N/A,N/A,N/A,N/A
4909,Ocean Republic Brewing,Ocean Republic Brewing,"{'lat': 27.1831177, 'lng': -80.2424593}",4.4,147
4910,Ocean View Brew Works,Ocean View Brew Works,"{'lat': 37.8942076, 'lng': -122.2999816}",4.8,72
4911,Oceanside Brewing Company,Oceanside Brewing Company,"{'lat': 33.2128018, 'lng': -117.3522371}",4.8,94
4912,Ocelot Brewing Co,Ocelot Brewing Company,"{'lat': 38.96293970000001, 'lng': -77.499291}",4.7,377
4913,Ocmulgee Brewpub,Ocmulgee Brewpub,"{'lat': 32.8354674, 'lng': -83.6296921}",4.6,471
4914,Oconee Brewing Company,Oconee Brewing Company,"{'lat': 33.5777497, 'lng': -83.1843738}",4.9,67
4915,Octonia Stone Brew Works,Octonia Stone Brew Works,"{'lat': 38.2328263, 'lng': -78.3690956}",4.3,24
4916,Octopi Brewing Untitled Art,N/A,N/A,N/A,N/A
4917,Oda Restaurant,Oda Restaurant,"{'lat': 37.7688044, 'lng': -122.395621}",4.3,58
4918,Odd Alewives Farm Brewery,Odd Alewives Farm Brewery,"{'lat': 44.0991626, 'lng': -69.36610139999999}",4.9,76
4919,Odd Bird Brewing,Odd Bird Brewing,"{'lat': 40.4076888, 'lng': -74.98104699999999}",4.9,20
4920,Odd Breed Wild Ales,Odd Breed Wild Ales,"{'lat': 26.2322456, 'lng': -80.12466979999999}",4.6,95
4921,Odd Colony Brewing Company,Odd Colony Brewing Company,"{'lat': 30.41612989999999, 'lng': -87.2155882}",4.9,76
4922,Odd Fellows Brewing,Odd Fellows Brewing Co,"{'lat': 42.76201409999999, 'lng': -71.4655027}",4.5,123
4923,Odd Logic Brewing Company,Odd Logic Brewing Co.,"{'lat': 40.105131, 'lng': -74.8595734}",4.8,67
4924,Odd Man Rush,Odd Man Rush Brewing,"{'lat': 61.3193951, 'lng': -149.5807305}",4.7,258
4925,Odd Otter Brewing Company,Odd Otter Brewing Company,"{'lat': 47.2566903, 'lng': -122.4396293}",4.6,328
4926,Odd Side Ales,Odd Side Ales,"{'lat': 43.0646785, 'lng': -86.2328527}",4.6,529
4927,Odd Side Ales Production Facility,N/A,N/A,N/A,N/A
4928,Odd13 Brewing Inc,Odd13 Brewing,"{'lat': 39.9983913, 'lng': -105.0878534}",4.7,358
4929,Odd13 Production Facility,N/A,N/A,N/A,N/A
4930,Oddball Brewing,Odd Ball Brewery,"{'lat': 43.1307414, 'lng': -71.4524297}",4.9,57
4931,Oddstory Brewing Co,OddStory Brewing Company,"{'lat': 35.043981, 'lng': -85.304267}",4.7,207
4932,Oddwood Ales LLC,Oddwood Ales,"{'lat': 30.2868725, 'lng': -97.7053361}",4.7,273
4933,Odell Brewing Co,Odell Brewing Company,"{'lat': 39.7621453, 'lng': -104.9809125}",4.7,218
4934,Odell Brewing Co Denver,Odell Brewing Company,"{'lat': 39.7621453, 'lng': -104.9809125}",4.7,218
4935,Oden Brewing Company,Oden Brewing Company,"{'lat': 36.0640765, 'lng': -79.80353319999999}",4.8,69
4936,Odin Brewing Co,Odin Brewing Company,"{'lat': 47.458647, 'lng': -122.2520581}",4.4,292
4937,Odyssey Beerwerks,Odyssey Beerwerks Brewery & Taproom,"{'lat': 39.8008232, 'lng': -105.0587615}",4.7,197
4938,Off Camber Brewing,Off Camber Brewing,"{'lat': 47.1980322, 'lng': -122.2776667}",4.9,59
4939,Off Color Brewing,Off Color Brewing Taproom The Mousetrap,"{'lat': 41.9079, 'lng': -87.6521111}",4.7,418
4940,Off Color Brewing The Mousetrap,N/A,N/A,N/A,N/A
4941,Off Kilter Brewing,N/A,N/A,N/A,N/A
4942,Off Square Brewing,Off Square Brewing,"{'lat': 41.418293, 'lng': -87.33024999999999}",4.4,1082
4943,Off The Rails Brewing,Off The Rails Brewing Co.,"{'lat': 37.3773851, 'lng': -122.0301596}",4.2,95
4944,Off The Rails Brewing Company,N/A,N/A,N/A,N/A
4945,Off Track Brewing Company,Off Track Brewing Company,"{'lat': 39.1186024, 'lng': -84.5223623}",5,2
4946,Off the Grid Brewing Co,Off the Grid Brewing Company,"{'lat': 34.4989735, 'lng': -117.182767}",4.9,95
4947,Offshore Ale Co,Offshore Ale Co,"{'lat': 41.4561004, 'lng': -70.5571899}",4.5,660
4948,Ogopogo Brewing,N/A,N/A,N/A,N/A
4949,Ogres Brewing,Ogres brewing,"{'lat': 47.9317952, 'lng': -122.389919}",4.7,10
4950,Ohana Brewing Co,N/A,N/A,N/A,N/A
4951,Ohio Brewing Co,N/A,N/A,N/A,N/A
4952,Ohio Brewing Company,Ohio Brewing Company,"{'lat': 41.1375706, 'lng': -81.4829056}",3.7,280
4953,Ohm Brewing Company,N/A,N/A,N/A,N/A
4954,Oil City Beer Company,Oil City Beer Company,"{'lat': 42.8511929, 'lng': -106.2752917}",4.9,18
4955,Ojai Valley Brewery,N/A,N/A,N/A,N/A
4956,Oklawaha Brewing Company,Oklawaha Brewing Company,"{'lat': 35.3145245, 'lng': -82.4589282}",4.8,416
4957,Okoboji Brewing Co,Okoboji Brewing Company,"{'lat': 43.4059712, 'lng': -95.1259535}",4.6,55
4958,Ola Brew Co,N/A,N/A,N/A,N/A
4959,Old 290 Brewery,Old 290 Brewery,"{'lat': 30.2627089, 'lng': -98.4727968}",3.2,5
4960,Old 41 Brewing Company,N/A,N/A,N/A,N/A
4961,Old 690 Brewing Co,Old 690 Brewing Company,"{'lat': 39.1834516, 'lng': -77.72713739999999}",4.7,131
4962,Old 99 Brewing Co,Old 99 Brewing Co.,"{'lat': 43.2539986, 'lng': -123.3532999}",4.7,61
4963,Old Armor Beer Company,Old Armor Beer Company,"{'lat': 35.4963174, 'lng': -80.62599259999999}",4.8,122
4964,Old Bisbee Brewing,Old Bisbee Brewing Company,"{'lat': 31.4429378, 'lng': -109.913564}",4.7,218
4965,Old Black Bear Brewing,Old Black Bear Brewing Company,"{'lat': 34.6934128, 'lng': -86.7485659}",4.6,483
4966,Old Boys Brewhouse,Old Boys' Brewhouse,"{'lat': 43.0770187, 'lng': -86.2127533}",4.1,397
4967,Old Bridge Brewing Co,Old Bridge Brewing Co.,"{'lat': 39.6491977, 'lng': -81.8567133}",4.9,39
4968,Old Bull Brewing,Old Bull Brewing,"{'lat': 47.0157473, 'lng': -114.2302712}",4.9,14
4969,Old Bust Head Brewing Co,Old Bust Head Brewing Company,"{'lat': 38.7440338, 'lng': -77.6757126}",4.7,255
4970,Old Caz Beer,OLD CAZ BEER,"{'lat': 38.35627030000001, 'lng': -122.7099641}",5,26
4971,Old Coast Ales,Old Coast Ales,"{'lat': 29.8916912, 'lng': -81.2989772}",4.9,220
4972,Old Colony Brewing,Old Colony Brewing,"{'lat': 42.0812701, 'lng': -70.9373667}",4.5,35
4973,Old Colorado Brewing Co,N/A,N/A,N/A,N/A
4974,Old Dog Alehouse,Old Dog Alehouse & Brewery,"{'lat': 40.29862370000001, 'lng': -83.0684778}",4.2,313
4975,Old Ellsworth Brewing Company,Old Ellsworth Brewing Company,"{'lat': 33.2482173, 'lng': -111.6336658}",4.4,509
4976,Old Farmhouse Eatery & Brewery,Old Farmhouse Eatery & Brewery,"{'lat': 40.91919970000001, 'lng': -77.6758651}",4.5,141
4977,Old Farmhouse Eatery and Brewery,Old Farmhouse Eatery & Brewery,"{'lat': 40.91919970000001, 'lng': -77.6758651}",4.5,141
4978,Old Forge Brewing Co,N/A,N/A,N/A,N/A
4979,Old Hangtown Beer Works,N/A,N/A,N/A,N/A
4980,Old Harbor Brewery,Old Harbor Brewery,"{'lat': 18.3808886, 'lng': -65.971826}",4.6,237
4981,Old Herald Brewing Co,Old Herald Brewery & Distillery,"{'lat': 38.6713918, 'lng': -89.986116}",4.4,258
4982,Old Hights Brewing Company,Old Hights Brewing Company,"{'lat': 40.2673567, 'lng': -74.5255114}",5,48
4983,Old House Vineyards,Old House Vineyards,"{'lat': 38.4544965, 'lng': -77.9129397}",4.8,202
4984,Old Irving Brewing Co,Old Irving Brewing Co.,"{'lat': 41.96066709999999, 'lng': -87.73925729999999}",4.6,675
4985,Old Ivy Brewery and Taproom,Old Ivy Brewery,"{'lat': 45.62888950000001, 'lng': -122.6723309}",4.7,147
4986,Old Kan Beer & Co,Old Kan Beer & Co.,"{'lat': 37.7993971, 'lng': -122.287767}",4.7,285
4987,Old Klaverack Brewery,Old Klaverack Brewery,"{'lat': 42.22213319999999, 'lng': -73.6836827}",4.8,34
4988,Old Louisville Brewery,Old Louisville Brewery,"{'lat': 38.2296175, 'lng': -85.7658093}",4.7,103
4989,Old Louisville Brewery Barrel Room,Old Louisville Brewery,"{'lat': 38.2296175, 'lng': -85.7658093}",4.7,103
4990,Old Majestic Brewing Company,Old Majestic Brewing,"{'lat': 30.6915731, 'lng': -88.0517108}",4.4,27
4991,Old Market Pub and Brewery,Old Market Pub & Brewery,"{'lat': 45.46592620000001, 'lng': -122.7486958}",4,387
4992,Old Mill Brewpub,Old Mill Brewpub,"{'lat': 33.9773388, 'lng': -81.2295535}",4.5,1175
4993,Old Mill Brewpub and Grill,Old Mill Brewpub & Grill,"{'lat': 42.4431045, 'lng': -85.63171369999999}",4.6,1165
4994,Old Mill Craft Beer,Merry Family Winery and Old Mill Craft Beer,"{'lat': 38.879656, 'lng': -82.2959648}",4.7,73
4995,Old Nation Brewing Company,Old Nation Brewery,"{'lat': 42.6874147, 'lng': -84.30315829999999}",4.6,487
4996,Old Ox Brewery LLC,Old Ox Brewery,"{'lat': 39.023872, 'lng': -77.4548906}",4.6,280
4997,Old Planters Brewing Co,Old Planters Brewing Co.,"{'lat': 42.549369, 'lng': -70.883901}",4.8,20
4998,Old Possum Brewing Company,Old Possum Brewing Co.,"{'lat': 38.3913639, 'lng': -122.7258556}",4.7,88
4999,Old Rail Brewing Co,Old Rail Brewing Co,"{'lat': 30.3604598, 'lng': -90.0630918}",4.4,340
5000,Old Schoolhouse Brewery,Old Schoolhouse Brewery,"{'lat': 48.47821039999999, 'lng': -120.1864982}",4.4,401
5001,Old Sheepdog Brewery,Old Sheepdog Brewery,"{'lat': 31.7752228, 'lng': -106.4457174}",4.8,30
5002,Old Skool Brewing,N/A,N/A,N/A,N/A
5003,Old Soul Brewing,Old Soul Brewing,"{'lat': 26.5806166, 'lng': -81.87408669999999}",4.8,174
5004,Old Spruce Brewing,Old Spruce Brewing,"{'lat': 38.4357129, 'lng': -79.9996106}",4.7,57
5005,Old Station Brewing Co,Old Station Brewing Co.,"{'lat': 48.553506, 'lng': -109.680174}",4.8,30
5006,Old Stove Brewing Company,Old Stove Brewing,"{'lat': 47.6094333, 'lng': -122.3429528}",4.5,2039
5007,Old Stump Brewery,Old Stump Brewing Co.,"{'lat': 34.097726, 'lng': -117.75389}",4.7,278
5008,Old Tappan Brewing Company,Old Tappan Brewing Co.,"{'lat': 40.9057261, 'lng': -73.54897609999999}",4.8,17
5009,Old Texas Brewing Co,Old Texas Brewing Co.,"{'lat': 32.5422617, 'lng': -97.32159010000001}",4.2,453
5010,Old Town Brewing,Old Town Brewing,"{'lat': 45.560643, 'lng': -122.661738}",4.1,187
5011,Old Trade Brewery,old trade brewery,"{'lat': 38.5187508, 'lng': -77.9077496}",4.6,119
5012,Olde Bedford Brewing Company,Olde Bedford Brewing Company,"{'lat': 40.0224741, 'lng': -78.5031563}",4.7,69
5013,Olde Hickory Brewery & Amos Howards,Olde Hickory Brewery,"{'lat': 35.73117999999999, 'lng': -81.3420877}",3.9,23
5014,Olde Hickory Brewery Corp,Olde Hickory Brewery,"{'lat': 35.73117999999999, 'lng': -81.3420877}",3.9,23
5015,Olde Mother Brewing LLC,Olde Mother Brewing,"{'lat': 39.421259, 'lng': -77.4098394}",4.7,313
5016,Olde Peninsula Brewpub and Restaurant,N/A,N/A,N/A,N/A
5017,Olde Salem Brewing,Olde Salem Brewing Company,"{'lat': 37.292997, 'lng': -80.05788729999999}",4.7,178
5018,Ole Dallas Brewery,"Ole Dallas Brewery, LLC","{'lat': 35.316851, 'lng': -81.218436}",4.5,70
5019,Ole Shed Brewing Company,Ole Shed Brewing Taproom,"{'lat': 35.3611472, 'lng': -86.1970843}",4.9,66
5020,Olentangy River Brewing Company,Olentangy River Brewing Company,"{'lat': 40.1551711, 'lng': -83.0124282}",4.7,243
5021,Oliphant Brewing,Oliphant Brewing,"{'lat': 45.1225, 'lng': -92.67833329999999}",4.9,206
5022,Oliver Brewing Company,N/A,N/A,N/A,N/A
5023,Ology Brewing Co,Ology Brewing Co [Power Mill],"{'lat': 30.45055409999999, 'lng': -84.2307611}",5,11
5024,Ology Power Mill,Ology Brewing Co [Power Mill],"{'lat': 30.45055409999999, 'lng': -84.2307611}",5,11
5025,Olomana Brewing Co,N/A,N/A,N/A,N/A
5026,Olvalde Farm & Brewing,N/A,N/A,N/A,N/A
5027,Omaha Brewing Company,Omaha Brewing Company,"{'lat': 32.1418614, 'lng': -85.0012272}",4.8,210
5028,Ombibulous Brewing Company,Ombibulous Brewing Company,"{'lat': 44.792162, 'lng': -91.4198045}",4.9,40
5029,Omega Brewing Experience,Omega Brewing Experience,"{'lat': 44.0396052, 'lng': -88.74411889999999}",4.8,19
5030,On Rotation Brewery,On Rotation Brewery + Taproom,"{'lat': 32.8110034, 'lng': -96.7313327}",4.7,86
5031,On Tour Brewing Co,On Tour Brewing Company,"{'lat': 41.8895951, 'lng': -87.670552}",4.7,233
5032,On the Point Brewing,On The Point Brewing,"{'lat': 40.73846959999999, 'lng': -80.0313216}",4.8,28
5033,One Allegiance Brewing,One Allegiance Brewing,"{'lat': 41.7066088, 'lng': -87.7969863}",4.7,88
5034,One Barrel Brewing Company,One Barrel Brewing Company Door County,"{'lat': 45.048572, 'lng': -87.2783753}",4.8,129
5035,One Eyed Buffalo Brewing Company LLC,One Eyed Buffalo Brewing Company,"{'lat': 43.6463797, 'lng': -108.2112875}",4.5,906
5036,One Lake Brewing,One Lake Brewing,"{'lat': 41.8878141, 'lng': -87.77506919999999}",4.6,159
5037,One Love Brewery,One Love Brewery,"{'lat': 44.0431919, 'lng': -71.6688848}",3.9,357
5038,One Trick Pony Brewery,One Trick Pony Brewery,"{'lat': 41.5711478, 'lng': -87.571823}",4.8,94
5039,One Well Brewing,One Well Brewing (Dine-In and To-Go),"{'lat': 42.2486203, 'lng': -85.5590504}",4.7,714
5040,One Well Brewing Production Facility,One Well Brewing (Dine-In and To-Go),"{'lat': 42.2486203, 'lng': -85.5590504}",4.7,714
5041,One World Brewing,One World Brewing,"{'lat': 35.5948028, 'lng': -82.55227219999999}",4.6,314
5042,Only Child Brewing Company,Only Child Brewing,"{'lat': 42.3773482, 'lng': -87.950216}",4.7,138
5043,Ono Brewing Company,Ono Brewing Company,"{'lat': 38.8832334, 'lng': -77.4449546}",4.6,246
5044,Onsite Brewing Company,Onsite Brewing Company,"{'lat': 61.1913802, 'lng': -149.8763087}",5,21
5045,Ookapow Brewing Company,Ookapow Brewing Company,"{'lat': 26.6999716, 'lng': -80.0643879}",4.6,66
5046,Open Barrel Brewing Company,Open Barrel Brewing Company,"{'lat': 42.0636138, 'lng': -104.1846694}",4.8,11
5047,Open Outcry,Open Outcry Brewing Company,"{'lat': 41.694422, 'lng': -87.68155}",4.8,469
5048,OpenRoad Brewery,The OpenRoad Brewery,"{'lat': 42.673235, 'lng': -85.643496}",4.5,108
5049,Opera House Brewing Company,Opera House Brewing Company,"{'lat': 39.1587375, 'lng': -89.49319589999999}",5,24
5050,Opposition Brewing Company,Opposition Brewing Company,"{'lat': 42.3401281, 'lng': -122.8942813}",4.7,93
5051,Optimism Brewing Company,Optimism Brewing Company,"{'lat': 47.6128, 'lng': -122.3205327}",4.5,995
5052,Oracle Brewing Company,Oracle Brewing Co.,"{'lat': 43.4179836, 'lng': -83.9634303}",4.9,83
5053,Orange County Brewers,Orange County Brewers | Lake Mary,"{'lat': 28.782297, 'lng': -81.3574076}",4.4,262
5054,Orange Hat Brewing,Orange Hat Brewing Company,"{'lat': 35.9552455, 'lng': -84.1409363}",4.7,77
5055,Orchestrated Minds Brewing,Orchestrated Minds Brewing,"{'lat': 26.1231273, 'lng': -80.15231349999999}",5,50
5056,Orchid Island Brewery,Orchid Island Brewery,"{'lat': 27.6485398, 'lng': -80.35555889999999}",4.6,180
5057,Ordnance Brewing,N/A,N/A,N/A,N/A
5058,Ordnance Brewing Taproom,Ordnance Brewing Taproom,"{'lat': 45.3025416, 'lng': -122.7762655}",4.7,83
5059,Ore Dock Brewing Co,Ore Dock Brewing Co.,"{'lat': 46.54181730000001, 'lng': -87.3940114}",4.7,368
5060,Oregon City Brewing Company,Oregon City Brewing Company,"{'lat': 45.361691, 'lng': -122.600084}",4.5,329
5061,Oregon Trail Brewery,N/A,N/A,N/A,N/A
5062,Orf Brewing,N/A,N/A,N/A,N/A
5063,Origin Beer Lab,N/A,N/A,N/A,N/A
5064,Original Gravity Brewing Co,Original Gravity Brewing Co,"{'lat': 42.0839734, 'lng': -83.67526389999999}",4.6,222
5065,Original Pattern Brewing Company,Original Pattern Brewing,"{'lat': 37.7961386, 'lng': -122.2714567}",4.7,162
5066,Orlando Brewing,Orlando Brewing,"{'lat': 28.5264421, 'lng': -81.38267789999999}",4.6,313
5067,Ormond Brewing,Ormond Brewing Company,"{'lat': 29.2745544, 'lng': -81.0609331}",4.7,210
5068,Ormond Garage,Ormond Garage,"{'lat': 29.2849489, 'lng': -81.05700780000001}",4.4,175
5069,Ornery Beer Company,Ornery Beer Company,"{'lat': 38.8471237, 'lng': -77.3050684}",4.1,314
5070,Ornery Beer Company Bristow,Ornery Beer Company Taproom,"{'lat': 38.782273, 'lng': -77.55812089999999}",4.9,33
5071,Oro Brewing Company,Oro Brewing Company 🍺,"{'lat': 33.4153288, 'lng': -111.8371443}",4.7,200
5072,Orono Brewing Bangor Draught Room,N/A,N/A,N/A,N/A
5073,Orono Brewing Brewery & Draught Room,Orono Brewing Company - Tasting Room & Kitchen,"{'lat': 44.8731958, 'lng': -68.67627039999999}",4.8,106
5074,Orono Brewing Company,Orono Brewing Company - Downtown Bangor,"{'lat': 44.8023122, 'lng': -68.7694855}",4.6,64
5075,Orpheus Brewing,N/A,N/A,N/A,N/A
5076,Orr's Brewing Company,Orr’s Brewing Company,"{'lat': 41.6267831, 'lng': -79.67352749999999}",5,21
5077,Oskar Blues Brewery,Oskar Blues Grill & Brew,"{'lat': 40.2243812, 'lng': -105.2685635}",4.3,1555
5078,Oskar Blues Brewery Brevard,Oskar Blues Brewery Taproom,"{'lat': 35.2536396, 'lng': -82.70680779999999}",4.6,543
5079,Oswald Brewing Company,Oswald Brewing Company,"{'lat': 43.6382209, 'lng': -94.10276619999999}",4.6,38
5080,Oswego Brewing Company,Oswego Brewing Co.,"{'lat': 41.6842314, 'lng': -88.35276080000001}",4.6,140
5081,Other Brother Beer Co,Other Brother Beer Co.,"{'lat': 36.6093976, 'lng': -121.8464313}",4.8,27
5082,Other Desi Beer Co,N/A,N/A,N/A,N/A
5083,Other Half Brewing,Other Half Brewing Company,"{'lat': 40.6739095, 'lng': -73.9991776}",4.7,1132
5084,Other Half Brewing Company,N/A,N/A,N/A,N/A
5085,Other Side of the Moon Brewery Full Moon Oyster Bar,The Other Side Of The Moon,"{'lat': 36.0745831, 'lng': -80.3905193}",5,6
5086,Otherlands Beer,N/A,N/A,N/A,N/A
5087,Otter Creek Brewing Co,N/A,N/A,N/A,N/A
5088,Ottos Pub & Brewery,N/A,N/A,N/A,N/A
5089,Ouachita Brewery,N/A,N/A,N/A,N/A
5090,Our Brewing Co,Our Brewing Company,"{'lat': 42.7901694, 'lng': -86.1037278}",4.6,194
5091,Our Lady of Perpetual Hops,Our Lady of Perpetual Hops,"{'lat': 38.3668768, 'lng': -85.80678189999999}",4.8,49
5092,Our Mutual Friend Brewing,Our Mutual Friend Brewing,"{'lat': 39.7605032, 'lng': -104.9824605}",4.5,347
5093,Ouray Brewery,Ouray Brewery,"{'lat': 38.02294, 'lng': -107.671247}",4.2,457
5094,Ourayle House Brewery Mr Grumpy Pants Brewing,Ourayle House Brewery,"{'lat': 38.0242533, 'lng': -107.6712656}",4.2,49
5095,Out Haus Ales,Out.Haus Ales,"{'lat': 43.2067451, 'lng': -71.17079919999999}",4.9,29
5096,Out of Bounds Brewing Company,Out of Bounds Brewing Company,"{'lat': 38.7991879, 'lng': -121.2293361}",4.5,155
5097,Outer Banks Brewing Station,Outer Banks Brewing Station,"{'lat': 36.0095191, 'lng': -75.65940069999999}",4.2,865
5098,Outer Light Brewing Company,Outer Light Brewing Company,"{'lat': 41.3609813, 'lng': -72.07524440000002}",4.7,160
