,location_name,google_name,Location,Average User Rating,Total User Rating
4622,Mountain Rambler Brewery,Mountain Rambler Brewery,"{'lat': 37.36061189999999, 'lng': -118.3945062}",4.5,275
4623,Mountain State Brewing Co,N/A,N/A,N/A,N/A
4624,Mountain Sun Pub and Brewery,N/A,N/A,N/A,N/A
4625,Mountain Tap Brewery,Mountain Tap Brewery,"{'lat': 40.4865279, 'lng': -106.8371505}",4.5,208
4626,Mountain Toad Brewing,Mountain Toad Brewing,"{'lat': 39.7581344, 'lng': -105.2241651}",4.5,478
4627,Mountain Town Brewing Co,Mountain Town Brewing Co.,"{'lat': 43.596138, 'lng': -84.8107376}",4.4,93
4628,Mountain Town Station Restaurant & Brew Pub,Mountain Town Station Restaurant & Brew Pub,"{'lat': 43.604932, 'lng': -84.7819233}",4.3,1193
4629,Mountain Valley Brewing,Mountain Valley Brewing,"{'lat': 36.71571110000001, 'lng': -79.7056841}",4.8,82
4630,Mountain View Brewing,N/A,N/A,N/A,N/A
4631,Mountain View Brewing Company,N/A,N/A,N/A,N/A
4632,Moustache Brewing Co,Moustache Brewing Co.,"{'lat': 40.9206205, 'lng': -72.6679535}",4.6,92
4633,Moylan's Brewery & Restaurant,Moylan's Brewing Company,"{'lat': 38.0940295, 'lng': -122.5566717}",4.1,176
4634,Mraz Brewing Company,Mraz Brewing Company,"{'lat': 38.7102092, 'lng': -121.0862212}",4.7,104
4635,Mt Carmel Brewing Co,Mt. Carmel Brewing Company,"{'lat': 39.0936426, 'lng': -84.3004023}",4.6,267
4636,Mt Hood Brewing Co,N/A,N/A,N/A,N/A
4637,Mt Lowe Brewing Company,Mt. Lowe Brewing Company,"{'lat': 34.1433083, 'lng': -118.0263528}",4.6,256
4638,Mt Rushmore Brewing Company,Mt. Rushmore Brewing Company & Pounding Fathers Restaurant,"{'lat': 43.764432, 'lng': -103.604892}",4.2,487
4639,Mt Tabor Brewing Co,N/A,N/A,N/A,N/A
4640,Mt View Brewing,N/A,N/A,N/A,N/A
4641,Muckraker Beermaker,Muckraker Beermaker,"{'lat': 41.1073763, 'lng': -74.5902483}",4.6,22
4642,Mucky Duck Brewery,Mucky Duck Brewery,"{'lat': 40.977897, 'lng': -81.5202994}",4.2,176
4643,Mud Hound Brewing Co MacDowell Brew Kitchen,MacDowell Brew Kitchen,"{'lat': 39.1126003, 'lng': -77.5624345}",4.2,358
4644,Muddy River Farm Brewery,Muddy River Farm Brewery,"{'lat': 42.3140412, 'lng': -75.34066030000001}",4.9,56
4645,Muddy Roads Brewery,N/A,N/A,N/A,N/A
4646,Mudhen Brewing Company,MudHen Brewing Company,"{'lat': 38.9848224, 'lng': -74.8250982}",4.5,835
4647,Mudhook Brewing Co,Mudhook Brewing Company,"{'lat': 39.9629293, 'lng': -76.72931319999999}",4.1,156
4648,Mudshark Brewery and Public House,Mudshark Brewery and Public House,"{'lat': 34.5061378, 'lng': -114.3569824}",4.8,92
4649,Mudshark Brewing Co,Mudshark Brewery and Restaurant,"{'lat': 34.468697, 'lng': -114.341063}",4.3,314
4650,Muffleheads brewery,Muffleheads Brewing Company,"{'lat': 41.271114, 'lng': -82.4273599}",0,0
4651,Mule & Elk Brewing Co,N/A,N/A,N/A,N/A
4652,Mully's Brewery,Mully's Brewery,"{'lat': 38.5104287, 'lng': -76.64781409999999}",4.7,105
4653,Mumford Brewing Company,Mumford Brewing,"{'lat': 34.0460509, 'lng': -118.2421119}",4.5,222
4654,Municipal Brew Works,Municipal Brew Works,"{'lat': 39.40095, 'lng': -84.5638056}",4.8,270
4655,Munkle Brewing Company,N/A,N/A,N/A,N/A
4656,Muskellunge Brewing Company,Muskellunge Brewing Company,"{'lat': 40.80197829999999, 'lng': -81.37688779999999}",4.7,31
4657,Muskogee Brewing Company,Muskogee Brewing Company,"{'lat': 35.7475359, 'lng': -95.37073830000001}",4.9,110
4658,Mustang Sally Brewing Co,Mustang Sally Brewing Company,"{'lat': 38.8930028, 'lng': -77.43728089999999}",4.5,199
4659,My Old Kentucky Foam,My Old Kentucky Foam,"{'lat': 38.2100164, 'lng': -84.55852879999999}",4.4,174
4660,My Yard Live,My Yard Live,"{'lat': 33.1388351, 'lng': -117.1597007}",4.3,487
4661,MyGrain Brewing Company,MyGrain Brewing Company,"{'lat': 41.52468, 'lng': -88.07951399999999}",4.6,651
4662,Myriad Brewing Company,Myriad Brewing Company,"{'lat': 37.9687141, 'lng': -87.5735636}",4.7,66
4663,Mystic Roots Brewing,N/A,N/A,N/A,N/A
4664,N E W Ales Brewing,NEW Ales Brewing,"{'lat': 39.5131982, 'lng': -84.3975055}",4.9,17
4665,NC State Brewery,N/A,N/A,N/A,N/A
4666,NEFF Brewing,NEFF Brewing,"{'lat': 36.1548985, 'lng': -95.98449699999999}",4.6,117
4667,NOBO Brewing Company,NOBO Brewing Company,"{'lat': 26.5549027, 'lng': -80.071349}",4.7,136
4668,NU Brewery,NU Brewery,"{'lat': 43.9516067, 'lng': -70.3020867}",4.7,33
4669,Nailers Brewing Company,N/A,N/A,N/A,N/A
4670,Naked Brewing Co,Naked Brewing Company Bristol,"{'lat': 40.0949516, 'lng': -74.85778800000001}",4.6,8
4671,Naked Dove Brewing Company,Naked Dove Brewing Company,"{'lat': 42.8667947, 'lng': -77.2252346}",4.7,102
4672,Nano 108 Brewing Co,Nano 108 Brewery,"{'lat': 38.8666833, 'lng': -104.71785}",4.7,279
4673,Nano Brew Cleveland,Nano Brew Cleveland,"{'lat': 41.4860542, 'lng': -81.7045576}",4.4,479
4674,Nansemond Brewing Station,Nansemond Brewing Station,"{'lat': 36.7275429, 'lng': -76.58038119999999}",5,31
4675,Nantahala Brewing Co,N/A,N/A,N/A,N/A
4676,Nap Time Liquid Creation,N/A,N/A,N/A,N/A
4677,Napa Smith Brewery,N/A,N/A,N/A,N/A
4678,Napa Valley Brewing Co Calistoga Inn,Napa Valley Brewing Company,"{'lat': 38.5769016, 'lng': -122.5795103}",4.1,16
4679,Naples Beach Brewery,Naples Beach Brewery,"{'lat': 26.1597643, 'lng': -81.7580223}",4.7,233
4680,Narrative Fermentations,Narrative Fermentations,"{'lat': 37.3172504, 'lng': -121.8732689}",4.9,26
4681,Narrow Gauge Brewing Company,Narrow Gauge Brewing Company,"{'lat': 38.7988498, 'lng': -90.31904899999999}",4.8,275
4682,Narrow Path Brewing Company,Narrow Path Brewing Co.,"{'lat': 39.2684621, 'lng': -84.2587739}",4.7,476
4683,Narrows Brewing Company,N/A,N/A,N/A,N/A
4684,Nashville Brewing Company,Nashville Brewing Company (Brewers of Genuine Lager Beers),"{'lat': 36.1584426, 'lng': -86.81020079999999}",4.9,16
4685,Natchez Brewing Co,Natchez Brewing Company,"{'lat': 31.564174, 'lng': -91.40227}",4.7,80
4686,Natty Greene's Brewing Co,N/A,N/A,N/A,N/A
4687,Natural 20 Brewing Co,Natural 20 Brewing Co.,"{'lat': 47.68072470000001, 'lng': -117.1984965}",4.9,34
4688,Natural State Beer Company,Natural State Beer Company,"{'lat': 36.3164628, 'lng': -94.1903365}",4.6,61
4689,Naughty Monk Brewery L L C,Naughty Monk Brewery,"{'lat': 27.475244, 'lng': -82.433086}",4.6,208
4690,Naughty Oak Brewing Company,Naughty Oak Brewing Company,"{'lat': 34.86492399999999, 'lng': -120.448265}",4.7,141
4691,Naukabout Brewery,Naukabout Brewery and Taproom,"{'lat': 41.6500553, 'lng': -70.4841234}",4.6,246
4692,Nauti Dog Brewing Co,Nauti Dog Brewing Co.,"{'lat': 35.5279006, 'lng': -77.4029006}",4.8,41
4693,Navigation Brewing Co,Navigation Brewing Co.,"{'lat': 42.6397413, 'lng': -71.3194757}",4.7,121
4694,Nebraska Brewing Company La Vista,Nebraska Brewing Company Tap Room & Brewery,"{'lat': 41.1887966, 'lng': -96.0819032}",4.5,138
4695,Neches Brewing Company,Neches Brewing Co.,"{'lat': 29.991834, 'lng': -93.95853799999999}",4.7,396
4696,Neck of the Woods Brewing Company,Neck of the Woods Brewing,"{'lat': 39.7397179, 'lng': -75.1454048}",4.7,27
4697,Neon Groundhog Brewery Majestic Oak Winery,Majestic Oak Winery & Neon Groundhog Brewery,"{'lat': 41.4883222, 'lng': -83.86795649999999}",4.6,108
4698,Nepenthe Brewing Co,Nepenthe Brewing Co.,"{'lat': 39.3314348, 'lng': -76.6352768}",4.7,238
4699,Neptunes Brewery,N/A,N/A,N/A,N/A
4700,Neshaminy Creek Brewing Co,N/A,N/A,N/A,N/A
4701,Neuse River Brewing Company,Neuse River Brewing & Brasserie,"{'lat': 35.8041667, 'lng': -78.6327778}",4.7,219
4702,Never Summer Brewing Co,Never Summer Brewing,"{'lat': 40.0855159, 'lng': -105.9415307}",4.6,104
4703,New Albanian Brewing Co,The New Albanian Brewing Company Pizzeria & Public House,"{'lat': 38.328073, 'lng': -85.8170856}",4.5,376
4704,New Anthem Beer Project,New Anthem Beer Project-Greenfield Street,"{'lat': 34.216161, 'lng': -77.9460769}",4.7,12
4705,New Barons Brewing Cooperative,N/A,N/A,N/A,N/A
4706,New Belgium Brewing Company,New Belgium Brewing Company,"{'lat': 40.59323759999999, 'lng': -105.068601}",4.8,1288
4707,New Belgium Brewing Company Denver Pilot At the Source,New Belgium at The Source Hotel,"{'lat': 39.7686462, 'lng': -104.9805679}",4.4,18
4708,New Bohemia Brewing Co,New Bohemia Brewing Co.,"{'lat': 36.9665641, 'lng': -121.9647254}",4.5,142
4709,New Boswell Brewing Co,New Boswell Brewery & Tap Room,"{'lat': 39.8342529, 'lng': -84.88932899999999}",4.2,110
4710,New Braunfels Brewing,New Braunfels Brewing Company,"{'lat': 29.7030687, 'lng': -98.12674109999999}",4.4,98
4711,New City Brewery,New City Brewery,"{'lat': 42.2754217, 'lng': -72.658478}",4.5,118
4712,New Crescent Brewing Co,New Crescent Brewing Co.,"{'lat': 40.3330191, 'lng': -79.7102637}",4.8,36
4713,New District Brewing Company,New District Brewing Company,"{'lat': 38.8436625, 'lng': -77.0896468}",4.3,185
4714,New England Brewing Co,New England Brewing Co,"{'lat': 41.3394202, 'lng': -72.9796224}",4.7,368
4715,New English Brewing Co Inc,New English Brewing - San Diego Brewery,"{'lat': 32.9128075, 'lng': -117.2309146}",4.7,142
4716,New Glarus Brewing Co,New Glarus Brewing Company,"{'lat': 42.79428009999999, 'lng': -89.62999959999999}",4.6,659
4717,New Glarus Brewing Co Riverside,New Glarus Brewing Company,"{'lat': 42.79428009999999, 'lng': -89.62999959999999}",4.6,659
4718,New Glory Craft Brewery,New Glory Craft Brewery,"{'lat': 38.536015, 'lng': -121.402164}",4.7,197
4719,New Groove Artisan Brewery,New Groove Artisan Brewery,"{'lat': 35.0524497, 'lng': -81.9885322}",4.7,210
4720,New Heights Brewing Co,New Heights Brewing Company,"{'lat': 36.1491256, 'lng': -86.7707415}",4.9,163
4721,New Helvetia Brewing Company,New Helvetia Brewing Company,"{'lat': 38.5606639, 'lng': -121.4899277}",4.6,149
4722,New Holland Brewing,New Holland Brewing - Tasting Room,"{'lat': 42.6546886, 'lng': -86.2038437}",4.5,33
4723,New Holland Brewing Pub On 8th,New Holland Brewing - Pub on 8th,"{'lat': 42.790068, 'lng': -86.10419999999999}",4.5,1050
4724,New Image Brewing Co,New Image Restaurant and Brewery,"{'lat': 39.7996425, 'lng': -105.0823726}",4.6,345
4725,New Jersey Beer Co,New Jersey Beer Company,"{'lat': 40.7835132, 'lng': -74.03602599999999}",4.8,117
4726,New Madison Brewing,N/A,N/A,N/A,N/A
4727,New Magnolia Brewing Co,New Magnolia Brewing Co,"{'lat': 29.8002835, 'lng': -95.4219792}",4.9,116
4728,New Oberpfalz Brewing,New Oberpfalz Brewing,"{'lat': 41.5226362, 'lng': -87.426774}",4.7,227
4729,New Orleans Lager and Ale Brewing NOLA Brewing,New Orleans Lager & Ale (NOLA) Brewing,"{'lat': 29.9197607, 'lng': -90.0816942}",4.6,623
4730,New Paltz Brewing Company,N/A,N/A,N/A,N/A
4731,New Park Brewing,N/A,N/A,N/A,N/A
4732,New Province Brewing Company,New Province Brewing Company,"{'lat': 36.3548872, 'lng': -94.13627009999999}",4.8,125
4733,New Realm Brewing,New Realm Brewing,"{'lat': 33.7689733, 'lng': -84.36196439999999}",4.2,804
4734,New River Brewing,New River Brewing Taproom and Eatery,"{'lat': 36.4010522, 'lng': -81.4912552}",4.6,99
4735,New Sarum Brewing,N/A,N/A,N/A,N/A
4736,New Smyrna Beach Brewing Co,New Smyrna Beach Brewing Company,"{'lat': 29.02553159999999, 'lng': -80.92227919999999}",4.7,178
4737,New South Brewing Co,New South Brewing,"{'lat': 33.6980442, 'lng': -78.8898336}",4.7,193
4738,New Terrain Brewing Company,New Terrain Brewing Company,"{'lat': 39.77959, 'lng': -105.185966}",4.7,818
4739,New Trail Brewing Company,New Trail Brewing Company,"{'lat': 41.2314953, 'lng': -77.04510859999999}",4.8,121
4740,New Union Brewing,N/A,N/A,N/A,N/A
4741,New Village Brewery and Taproom,The New Village Brewery & Taproom,"{'lat': 35.0292858, 'lng': -76.69444779999999}",5,47
4742,New York Beer Project,New York Beer Project,"{'lat': 43.08967980000001, 'lng': -78.6961379}",4.3,1052
4743,NewSylum Brewing Co,Newsylum Brewing Co.,"{'lat': 41.401012, 'lng': -73.28784259999999}",4.6,57
4744,Newaygo Brewing Co,Newaygo Brewing Company LLC,"{'lat': 43.419714, 'lng': -85.800018}",4.4,282
4745,Newburgh Brewing Company,N/A,N/A,N/A,N/A
4746,Newburyport Brewing Co,Newburyport Brewing Company,"{'lat': 42.8044444, 'lng': -70.88666669999999}",4.4,88
4747,Newfangled Brew Works,Newfangled Brew Works,"{'lat': 40.2899974, 'lng': -76.77491909999999}",4.7,177
4748,Newgrass Brewing Company,Newgrass Brewing Co.,"{'lat': 35.2902587, 'lng': -81.5400499}",4.6,380
4749,Newport Brewing Company,Newport Brewing Company,"{'lat': 44.6313134, 'lng': -124.0557425}",4.6,76
4750,Newport Craft Brewing and Distilling,Newport Craft Brewing & Distilling Co.,"{'lat': 41.514309, 'lng': -71.31570599999999}",4.5,164
4751,Newtown Brewing Company,Newtown Brewing Company,"{'lat': 40.22743639999999, 'lng': -74.9098704}",4.7,51
4752,Next Chapter Brewpub,Next Chapter Brewpub,"{'lat': 42.9311468, 'lng': -76.566546}",4.7,52
4753,Next Door Brewing Company,Next Door,"{'lat': 43.0936755, 'lng': -89.34567349999999}",4.3,317
4754,Next Level Brewing Company,Next Level Brewing Company,"{'lat': 35.9762239, 'lng': -83.9235346}",4.8,35
4755,Next Trick Brewing,Next Trick Brewing,"{'lat': 44.6191134, 'lng': -71.97174799999999}",4.8,22
4756,Nexus Brewery,Nexus Brewery & Restaurant,"{'lat': 35.1337337, 'lng': -106.605899}",4.5,779
4757,Niantic Public House and Brewery,Niantic Public House and Brewery,"{'lat': 41.3239314, 'lng': -72.19347619999999}",4.8,48
4758,Nickel Beer Company,Nickel Beer Company,"{'lat': 33.0765641, 'lng': -116.5905699}",4.7,149
4759,Nickelpoint Brewing Co,N/A,N/A,N/A,N/A
4760,Night Lizard Brewing Company,N/A,N/A,N/A,N/A
4761,Night Shift Brewing Inc,N/A,N/A,N/A,N/A
4762,Night Shift Brewing Lovejoy Wharf,Night Shift Brewing - Lovejoy Wharf,"{'lat': 42.36733359999999, 'lng': -71.05957810000001}",4.3,176
4763,NightLife Brewing Co,N/A,N/A,N/A,N/A
4764,Nightshade and Dark's Pandemonium Brewing,Nightshade and Dark's Pandemonium Brewing,"{'lat': 42.362541, 'lng': -87.83211899999999}",4.9,61
4765,Nimble Brewing,Nimble Brewing,"{'lat': 39.0920998, 'lng': -94.57867569999999}",4.8,36
4766,Nimble Hill Brewing Co,Nimble Hill Vineyard & Winery and Nimble Hill Brewing Company,"{'lat': 41.5376792, 'lng': -75.930317}",4.6,62
4767,Nine Band Brewing Co,Nine Band Brewing,"{'lat': 33.0929176, 'lng': -96.67275599999999}",4.6,98
4768,Nine Band Brewing Co Osage Casino,Nine Band Brewing Co.,"{'lat': 36.2081732, 'lng': -96.0046066}",4,4
4769,Nine Giant Brewing,Nine Giant,"{'lat': 39.182254, 'lng': -84.4276775}",4.7,411
4770,Nine Maidens Brewing Company,Nine Maidens Brewing Company,"{'lat': 43.150437, 'lng': -77.5663854}",4.9,44
4771,Nine State Brewery,Nine State Brewery,"{'lat': 28.8372512, 'lng': -82.3316769}",4.7,49
4772,Nine Yards Brewing,Nine Yards Brewing Company,"{'lat': 47.7564748, 'lng': -122.2423764}",4.5,148
4773,Ninkasi Brewing Co,N/A,N/A,N/A,N/A
4774,No BS Brew Company,NO BS Brew Company,"{'lat': 42.8337652, 'lng': -77.6917868}",4.8,119
4775,No Boat Brewing Company,No Boat Brewing Company,"{'lat': 47.528206, 'lng': -121.8702531}",4.7,213
4776,No Clue Craft Brewery,No Clue Craft Brewery,"{'lat': 34.0982194, 'lng': -117.6082167}",4.6,90
4777,No Drought Brewing Co,N/A,N/A,N/A,N/A
4778,No Label Brewing Co,No Label Brewing Co.,"{'lat': 29.7865238, 'lng': -95.81432000000001}",4.6,477
4779,No Li Brewhouse,No-Li Brewhouse,"{'lat': 47.6627053, 'lng': -117.3941863}",4.3,657
4780,No Li Production,N/A,N/A,N/A,N/A
4781,No Quarter Brewing Co,No Quarter Brewing,"{'lat': 38.5479464, 'lng': -122.8055183}",4.6,48
4782,No Worries Brewing Company,No Worries Brewing Company,"{'lat': 41.34999699999999, 'lng': -72.892873}",4.5,129
4783,NoCoast Beer Co,NoCoast Beer Co.,"{'lat': 41.2803411, 'lng': -92.62878599999999}",3.9,10
4784,NoDa Brewing Co NE,NoDa Brewing Company,"{'lat': 35.25157, 'lng': -80.812472}",4.7,479
4785,NoDa Brewing Co OG,NoDa Brewing Company,"{'lat': 35.25157, 'lng': -80.812472}",4.7,479
4786,NoFo Brew Co,NoFo Brew Co & Distillery,"{'lat': 34.3166597, 'lng': -84.0619784}",4.6,118
4787,Noble Ale Works,Noble Ale Works,"{'lat': 33.8084819, 'lng': -117.8828277}",4.7,364
4788,Noble Beast Brewing Co,Noble Beast Brewing Co.,"{'lat': 41.5077778, 'lng': -81.6863889}",4.7,469
4789,Noble Creature Cask House,Noble Creature Cask House,"{'lat': 41.102246, 'lng': -80.644853}",4.8,293
4790,Noble Jay Brewing Company,Noble Jay Brewing Company,"{'lat': 41.321041, 'lng': -72.24568599999999}",4.8,80
4791,Noble Roots Brewing,Noble Roots Brewing Company,"{'lat': 44.5174953, 'lng': -87.9435062}",4.8,120
4792,Noble Savage Brewing Company,Noble Savage Brewing Company,"{'lat': 40.8640159, 'lng': -73.6305163}",4.9,46
4793,Noble Shepherd Craft Brewery,Noble Shepherd Craft Brewery,"{'lat': 42.811222, 'lng': -77.46310419999999}",4.9,107
4794,Noble Stein Brewing Co,Noble Stein Brewing Company,"{'lat': 40.6084246, 'lng': -79.1623575}",4.9,59
4795,Noble Wave Restaurant & Brewery,Noble Wave | Brewery & Louisiana Kitchen,"{'lat': 44.9408207, 'lng': -123.0386276}",4.4,328
4796,Nocona Beer and Brewery,Nocona Beer & Brewery LLC,"{'lat': 33.7894541, 'lng': -97.71524649999999}",4.5,66
4797,Nocterra Brewing Company,Nocterra Brewing Co.,"{'lat': 40.1596311, 'lng': -83.0784981}",4.7,252
4798,Nocturnal Brewing Company,Nocturnal Brewing,"{'lat': 35.0454143, 'lng': -83.818918}",4.5,231
4799,Nod Hill Brewery,Nod Hill Brewery,"{'lat': 41.2733184, 'lng': -73.4446794}",4.6,168
4800,Nolo Erector Brewing Collective,Erector Brewing,"{'lat': 41.3100804, 'lng': -72.9174957}",4.5,28
4801,Nomad Brewing LLC,Nomad Brewing Co,"{'lat': -33.7638081, 'lng': 151.2724297}",4.5,70
4802,Nomadic Beerworks,Nomadic Beerworks,"{'lat': 30.2244374, 'lng': -97.76055769999999}",4.9,75
4803,Nonesuch River Brewing,Nonesuch River Brewing,"{'lat': 43.6172022, 'lng': -70.3434398}",4.4,306
4804,Noon Whistle Brewing,Noon Whistle Brewing,"{'lat': 41.8621611, 'lng': -88.0006379}",4.6,360
4805,Nor Cal Brewing Co,Nor Cal Brewing Company,"{'lat': 39.7253158, 'lng': -121.8366606}",4.8,60
4806,Norbrook Farm Brewery,Norbrook Farm Brewery,"{'lat': 41.9904315, 'lng': -73.1386392}",4.8,132
4807,Norfork Brewing Company,Norfork Brewing Co.,"{'lat': 36.2075331, 'lng': -92.28629540000001}",4.5,48
4808,Normaltown Brewing Co,Normaltown Brewing Co.,"{'lat': 33.9702678, 'lng': -83.3898873}",5,8
4809,Norris English Pub,Norris English Pub and brewery,"{'lat': 39.6343548, 'lng': -84.92470759999999}",4.7,232
4810,Norse Brewing Company,N/A,N/A,N/A,N/A
4811,North 47 Brewing Co,North 47 Brewing Co.,"{'lat': 47.3009689, 'lng': -122.4353734}",4.9,94
4812,North Brewery,River North Brewery - Washington Street Taproom,"{'lat': 39.8067932, 'lng': -104.9788742}",4.7,123
4813,North Center Brewing Co,North Center Brewing Company,"{'lat': 42.4348258, 'lng': -83.4830017}",4.1,113
4814,North Channel Brewing Co,North Channel Brewing Company,"{'lat': 44.24901250000001, 'lng': -86.3238516}",4.1,357
4815,North Coast Brewing Co Inc,N/A,N/A,N/A,N/A
4816,North Country Brewing Co LLC,North Country Brewing Co,"{'lat': 41.0637661, 'lng': -80.05571789999999}",4.6,687
4817,North Country Canning Co,North Country Canning Company,"{'lat': 41.0586929, 'lng': -80.07073969999999}",4.9,36
4818,North End Tavern & Brewery,North End Tavern & Brewery,"{'lat': 39.2874197, 'lng': -81.53304299999999}",4.5,260
4819,North Fork Brewery,North Fork Brewery,"{'lat': 48.8905989, 'lng': -122.1513607}",4.7,200
4820,North Fork Brewing Company,North Fork Brewing Company,"{'lat': 40.9191432, 'lng': -72.6620832}",4.8,71
4821,North Forty Beer Company,North Forty Beer Company,"{'lat': 43.2101029, 'lng': -123.3428908}",4.7,102
4822,North Grove Brewers,North Grove Brewers,"{'lat': 43.4172207, 'lng': -86.3545121}",4.7,96
4823,North Haven Brewing Company,N/A,N/A,N/A,N/A
4824,North High Brewery Dublin Bridge Park,N/A,N/A,N/A,N/A
4825,North High Brewing,N/A,N/A,N/A,N/A
4826,North High Taproom,N/A,N/A,N/A,N/A
4827,North Idaho Mountain Brew City Limits Pub,N/A,N/A,N/A,N/A
4828,North Jetty Brewing,North Jetty Brewing,"{'lat': 46.3334226, 'lng': -124.054471}",4.7,151
4829,North Mountain Brewing Co,North Mountain Brewing Company,"{'lat': 33.5679812, 'lng': -112.066441}",4.6,567
4830,North Park Beer Co,North Park Beer Company,"{'lat': 32.748646, 'lng': -117.1291489}",4.5,311
4831,North Peak Brewing Co,North Peak Brewing Company,"{'lat': 44.7643816, 'lng': -85.6284713}",4.3,973
4832,North Pier Brewing,North Pier Brewing Company,"{'lat': 42.1262817, 'lng': -86.4560089}",4.7,168
4833,North Pier Brewing Production Facility,North Pier Brewing Company,"{'lat': 42.1262817, 'lng': -86.4560089}",4.7,168
4834,North Sound Brewing Co,North Sound Brewing Co.,"{'lat': 48.4315982, 'lng': -122.3701746}",4.7,105
4835,North of the Bayou,North Of The Bayou,"{'lat': 43.08523479999999, 'lng': -89.3095463}",4.2,374
4836,Northampton Brewery,Northampton Brewery,"{'lat': 42.3173701, 'lng': -72.6303228}",4.4,1456
4837,Northbound Smokehouse Brewpub,Northbound Smokehouse & Brewpub,"{'lat': 44.934238, 'lng': -93.23244199999999}",4.5,729
4838,Northern Ales,N/A,N/A,N/A,N/A
4839,Northern Maine Brewing Co,Northern Maine Brewing Company,"{'lat': 46.815451, 'lng': -67.999253}",4.7,110
4840,Northern Oak Brewery,Northern Oak Brewery,"{'lat': 42.8003883, 'lng': -83.6271246}",4.5,205
4841,Northern Outer Banks Brewing Company,Northern Outer Banks Brewing Company,"{'lat': 36.2795931, 'lng': -75.7990975}",4.3,51
4842,Northern Pine Brewing,Northern Pine Brewing,"{'lat': 33.1998804, 'lng': -117.3768554}",4.7,110
4843,Northern Row Brewery,N/A,N/A,N/A,N/A
4844,Northspur Brewing Co,Northspur Brewing Co.,"{'lat': 39.413606, 'lng': -123.354328}",4.8,63
4845,Northville Winery and Brewery,Northville Winery and Brewing Company LLC,"{'lat': 42.437271, 'lng': -83.475242}",4.6,102
4846,Northwest Peaks Brewery,NW Peaks Brewery & Taproom,"{'lat': 47.5507444, 'lng': -122.2770893}",4.8,68
4847,Northwood Public House & Brewery,Northwood Public House and Brewery,"{'lat': 45.7751469, 'lng': -122.5233162}",4.4,810
4848,Northwoods Brewing Co,Northwoods Brewing Company,"{'lat': 43.2234138, 'lng': -71.25009360000001}",4.7,87
4849,Northwoods Brewpub and Grill,Northwoods Brewpub,"{'lat': 44.58105130000001, 'lng': -91.2274355}",3.9,194
4850,Nortons Brewing Co,Nortons Brewing Company,"{'lat': 37.6869659, 'lng': -97.33201919999999}",4.6,597
4851,Norway Brewing Company,Norway Brewing Company,"{'lat': 44.2124219, 'lng': -70.5368788}",4.6,296
4852,Nostalgia Brewing,Nostalgia Brewing,"{'lat': 40.019887, 'lng': -82.8798342}",4.1,154
4853,Nostrovia Brewing Co,Nostrovia Brewing Co.,"{'lat': 42.1603899, 'lng': -80.01254}",4.8,50
4854,Not Lost Brewing Company,Not Lost Brewing,"{'lat': 38.6146387, 'lng': -95.2683534}",4.8,136
4855,Notaviva Craft Fermentations,Notaviva Craft Fermentations,"{'lat': 39.25289739999999, 'lng': -77.7478302}",4.3,44
4856,Notch Brewing,N/A,N/A,N/A,N/A
4857,Nothing's Left Brewing Co,Nothing's Left Brewing Co.,"{'lat': 36.1519304, 'lng': -95.9714078}",4.8,121
4858,Novel Brewing Company,Novel Brewing Company,"{'lat': 37.8484526, 'lng': -122.2851478}",4.9,129
4859,Novel Strand Brewing,Novel Strand Brewing Company,"{'lat': 39.7185588, 'lng': -104.9923274}",4.6,104
4860,Novo Brazil Brewing Company,Novo Brazil Brewing - Lane Ave,"{'lat': 32.6521464, 'lng': -116.9616048}",4.5,217
4861,Nowhere In Particular Cabinet of Curiosity,Nowhere in Particular Cabinet of Curiosities,"{'lat': 39.6747982, 'lng': -84.1157152}",5,26
4862,Numbers Brewing Company,Numbers Brewing Company,"{'lat': 40.77294699999999, 'lng': -80.76970510000001}",4.8,97
4863,Nutmeg Brewhouse,N/A,N/A,N/A,N/A
4864,O H S O Brewery Gilbert,O.H.S.O. Brewery- Gilbert,"{'lat': 33.3562143, 'lng': -111.7893667}",4.5,727
4865,O H S O Brewery Paradise Valley,O.H.S.O. Brewery- Paradise Valley,"{'lat': 33.5839106, 'lng': -111.9796069}",4.5,610
4866,O H S O Eatery NanoBrewery,O.H.S.O. Eatery & nano-Brewery,"{'lat': 33.4950076, 'lng': -111.9758635}",4.5,838
4867,O'Connor Brewing Co,O'Connor Brewing Co.,"{'lat': 36.8698751, 'lng': -76.286281}",4.7,489
4868,O'Fallon Brewery,O'Fallon Brewery,"{'lat': 38.7046709, 'lng': -90.44768210000001}",4.2,337
4869,O'Meara Bros Brewing Company,O'Meara Bros. Brewing Company,"{'lat': 39.0355203, 'lng': -122.9248825}",4.4,277
4870,O'Neil & Sons Brewing Company,N/A,N/A,N/A,N/A
4871,O'so Brewing,N/A,N/A,N/A,N/A
4872,OC Craft Gastro Brew Pub,O.C.Craft- A Gastro Brew Pub,"{'lat': 33.54281, 'lng': -117.783529}",4.5,208
4873,ODD Muse Brewing,ODD Muse Brewing Company,"{'lat': 32.939351, 'lng': -96.8332109}",5,55
4874,OEC Brewing,N/A,N/A,N/A,N/A
4875,OMNI Brewing Company,OMNI Brewing Co.,"{'lat': 45.1264909, 'lng': -93.4254113}",4.6,475
